Id,Area,Perimeter,CentroidX,CentroidY
49,280.49225616,34.79949560010394,0,0
50,163361.567828,1585.5833979300182,0,0
51,1268.855641,142.484,0,0
52,517.6779839999999,80.6352,69.945,443.212
53,2960.5754890400003,192.83368000000002,116.259,341.382
54,137976.1142385,1422.1226577495238,0,0
55,9.300180740000002,10.80788,299.348,364.475
56,1394.126244,149.352,0,0
57,1614.0214937600003,142.38016000000002,202.224,56.373
58,2304.2324172000003,0.6954724611923916,0,0
59,3761.706919616999,279.621,0,0
60,2647.5937439400004,1.582918728943689,0,0
61,2819.8382842329997,242.09699999999998,0,0
62,124510.87061149998,1432.653091094606,0,0
63,105.801796,41.144,0,0
64,2982.721369897,248.99099999999999,0,0
65,2300.192656425,218.65500000000003,0,0
66,369.71598400000005,76.912,0,0
67,3621.730774160001,213.28136000000003,481.116,280.515
68,7837.75877594,313.75508,470.696,21.758
69,30200.163007500014,873.6488549331957,0,0
70,41.57670400000001,25.792,0,0
71,519.21118634,80.75452,454.572,79.855
72,5986.42260082,0.2305446575273522,0,0
73,2708.0098214,0.0076989445572089674,0,0
74,1505.828025,155.22,0,0
75,146862.97140600003,1441.8841221143516,0,0
76,229.94855536,17.671726662000218,0,0
77,49791.076531,1200.0352140158045,0,0
78,230.18663016,53.76936,369.651,174.465
79,23.755875999999997,19.496,0,0
80,163797.7853780001,1526.0890690119497,0,0
81,166871.8976635,1601.793928925724,0,0
82,1119.103209,133.812,0,0
83,238.764304,61.808,0,0
84,717.401161728,122.112,0,0
85,1684.7598596399998,3.540381593689798,0,0
86,636.79654986,0.16356636245643172,0,0
87,429.76112714,73.46972,86.467,332.166
88,983.7553134249999,142.995,0,0
89,192290.66848350008,1717.161164087339,0,0
90,6325.1969213600005,281.85896,20.765,290.077
91,4.748040999999999,8.716,0,0
92,115141.52314949999,1341.0262348727297,0,0
93,88.95330693700001,42.999,0,0
94,3033.14696808,1.9137106596985356,0,0
95,1602.4248771600003,7.143596166137095,0,0
96,681.0724548,118.97999999999999,0,0
97,7224.917135360001,301.23904000000005,257.148,264.972
98,435.8067575400001,73.98468000000001,282.69,156.973
99,1817.58045606,14.361135700569749,0,0
100,6454.4136864,0.0702382207060365,0,0
101,543.8074060800001,2.3188400520219186,0,0
102,3010.3876889999997,219.468,0,0
103,811.5955770600002,100.96356000000002,74.241,362.968
104,108010.51057050005,1250.528451079931,0,0
105,2452.867157425,225.79500000000002,0,0
106,119764.58805849998,1428.883651699066,0,0
107,736.362496,108.544,0,0
108,86.90929994000001,33.039080000000006,103.081,145.083
109,47.930997860000005,24.535960000000003,257.846,144.901
110,107955.34380749999,1438.2823190670085,0,0
111,6868.83302474,293.72188,349.072,365.827
112,1869.6976000000002,172.96,0,0
113,50.336806200000005,25.427234625388635,0,0
114,418.236536353,93.237,0,0
115,6303.724816,317.584,0,0
116,122858.485653,1390.924060667297,0,0
117,3244.3235546800006,7.157577514805826,0,0
118,589.2605671399999,86.02972,117.558,64.798
119,710.542336,106.624,0,0
120,3658.71729888,5.910415080080038,0,0
121,5903.463556000001,307.336,0,0
122,1.734489,5.268,0,0
123,1151.5961303999998,21.10651171479194,0,0
124,106230.96528499998,1288.9294783206026,0,0
125,5513.931138500001,263.1634,34.262,58.214
126,98557.71771400003,1223.434708696353,0,0
127,131740.94931349996,1432.246140721134,0,0
128,3106.96699904,197.54368,118.22,343.864
129,424.693814692,93.95400000000001,0,0
130,46.978792860000006,1.0147364038026611E-05,0,0
131,132476.8551295,1418.0198286504701,0,0
132,98.85126630000002,11.944242369634022,0,0
133,97569.84442100002,1286.7358553248814,0,0
134,139171.8954655,1440.2944391245992,0,0
135,147814.73627300005,1525.8295359093604,0,0
136,305.49451872000003,36.25262797253598,0,0
137,141262.4382475,1516.126024485535,0,0
138,170232.50107349997,1606.398814172103,0,0
139,1594.0730298,11.621428518635247,0,0
140,93886.90109649998,1291.229520652066,0,0
141,1061.11492346,115.44524,112.011,339.331
142,8458.113024,367.872,0,0
143,1641.7893609999999,162.076,0,0
144,3381.5388010000006,232.604,0,0
145,1629.044537377,184.01100000000002,0,0
146,49872.975709499995,999.7211046661591,0,0
147,1555.6839588,179.82,0,0
148,69930.01865699998,1089.1702021305607,0,0
149,2970.6860159999997,218.016,0,0
150,3708.2214238120005,277.626,0,0
151,4426.46464424,235.78888,91.189,205.34
152,6530.04953226,286.38684,472.033,219.492
153,896.1042249999999,119.74,0,0
154,2477.5013670119997,226.926,0,0
155,3548.346624,238.272,0,0
156,4337.144449,263.428,0,0
157,1956.5582889999998,176.932,0,0
158,149657.78902849997,1512.7212291447704,0,0
159,135848.1523265,1422.3839500218776,0,0
160,49045.14553400001,920.0000869147761,0,0
161,1267.28694666,16.265166305357514,0,0
162,715.3229388250002,121.935,0,0
163,6893.626644000004,573.8217686166149,0,0
164,3744.7450846399997,6.356270338199412,0,0
165,27972.25058600001,777.367500999349,0,0
166,268.04238399999997,65.488,0,0
167,9903.633289,398.068,0,0
168,7802.718889,353.332,0,0
169,5653.836863999999,300.768,0,0
170,2210.410225,188.06,0,0
171,824.29271342,1.8577899246214524,0,0
172,37.6237312,22.03408179841652,0,0
173,204.08695016,50.62936,340.982,97.94
174,6480.02799776,285.28784,489.752,327.465
175,916.44999584,107.28752,213.43,276.215
176,123664.60423050006,1327.023071491914,0,0
177,3979.2868351399993,223.56171999999998,87.226,215.024
178,8766.764161,374.524,0,0
179,2070.87320954,161.27668,334.49,47.504
180,2202.5164504000004,2.7429323619726627,0,0
181,457.83160899999996,85.588,0,0
182,1586.37676106,141.15556,281.179,30.226
183,118.265625,43.5,0,0
184,4164.67365032,1.5330909696656425,0,0
185,120445.5229555,1328.2558448371367,0,0
186,5921.46687464,272.71528,32.134,121.555
187,4499.860951040001,237.73568000000003,372.696,275.595
188,2793.4112588,0.006210482188475261,0,0
189,516.95252154,80.57868,407.304,378.968
190,115553.52413949999,1331.1545195936958,0,0
191,739.5297622569999,123.981,0,0
192,3927.8421782169994,285.729,0,0
193,326.45678381199997,82.374,0,0
194,947.039076,123.096,0,0
195,2206.6508130400002,1.8589563688632569,0,0
196,239.21771604000006,0.3598208568855715,0,0
197,357.85176923200004,86.244,0,0
198,36433.552981000015,916.5376179981101,0,0
199,466.47781282000005,12.296416025558491,0,0
200,3059.7492249999996,221.26,0,0
201,38344.105496,912.9951524909491,0,0
202,94350.49752149999,1282.86551121056,0,0
203,1438.8008650399997,134.42968,377.628,251.484
204,162.078361,50.924,0,0
205,6692.548864000001,327.232,0,0
206,15.572921059999999,13.98556,187.348,314.477
207,1898.5708560000003,12.744628488878137,0,0
208,1523.1537513,177.93,0,0
209,5366.765426960001,259.62776,402.66,459.098
210,2010.5628270119996,204.426,0,0
211,4679.3692372000005,0.024517539158987613,0,0
212,1650.53261306,143.98156,331.86,387.546
213,4758.102441,275.916,0,0
214,5994.23131296,274.38576,426.505,78.18
215,3598.2141006730008,273.47700000000003,0,0
216,154293.34051900008,1507.4250488042726,0,0
217,7847.802153860001,313.95604000000003,53.481,427.009
218,990.2774246399999,11.160905446849362,0,0
219,326.41460544,5.936101771946861,0,0
220,2731.507160625,238.27499999999998,0,0
221,8136.040000000001,360.8,0,0
222,490.353926032,100.956,0,0
223,1052.786449273,147.927,0,0
224,1243.0965122599998,124.95316,258.931,421.813
225,105400.36166699999,1270.4245839602672,0,0
226,127113.87193749998,1424.6043422010462,0,0
227,736.71429832,2.592102325165764,0,0
228,357.01664666,66.96364,301.029,70.157
229,3508.0744409999998,236.916,0,0
230,1501.0283174400001,137.30592000000001,86.723,291.693
231,2824.603609,212.588,0,0
232,4312.265196825,299.385,0,0
233,5154.45524384,254.44048,132.225,301.282
234,227.02516826000002,53.39884,19.357,256.776
235,1081.5207818000001,11.357377421369474,0,0
236,10.2694177,14.61,0,0
237,80530.66362350003,1117.1770621589787,0,0
238,5302.570865040001,258.07032000000004,388.498,352.085
239,6073.238664740001,276.18812,179.129,171.829
240,451.88272229999995,9.671926390371853,0,0
241,3881.132985625,284.025,0,0
242,151776.6211325,1548.9340313466037,0,0
243,311.59310400000004,70.608,0,0
244,171905.014361,1627.9604877643815,0,0
245,1681.25714568,0.27308346980351983,0,0
246,128233.28772299999,1415.7984368397997,0,0
247,41037.597624,974.8268193514532,0,0
248,83342.04992450001,1225.9075257340546,0,0
249,1160.79095786,13.406394792584905,0,0
250,1624.4319785000002,142.8386,417.956,334.045
251,6543.22997114,286.67572,228.587,453.594
252,224.24533882000003,7.847713923266879,0,0
253,3.6339996969999993,8.690999999999999,0,0
254,7326.7912985,303.35540000000003,237.599,231.295
255,1184.69617664,121.98272,222.865,50.504
256,192239.46071900002,1679.2541574642821,0,0
257,4143.6933606249995,293.475,0,0
258,7482.93239546,306.57076,145.179,141.045
259,1497.9222090000003,154.812,0,0
260,3110.4286166800002,1.715788050685625,0,0
261,1507.8465610000003,155.324,0,0
262,1053.3941878399999,115.02448,202.521,209.491
263,1530.6104118249998,178.365,0,0
264,1516.5074121599998,21.358218154619966,0,0
265,1133.8423618719999,153.516,0,0
266,1755.3489875999999,9.005141599470493,0,0
267,6700.40089704,290.09832,128.917,308.237
268,4317.970965993,299.583,0,0
269,430.2720489999999,82.972,0,0
270,181.27929600000002,53.856,0,0
271,131402.18719199998,1392.0093179178318,0,0
272,136496.46388949998,1467.6291662797503,0,0
273,3362.6372255,0.023035929852974032,0,0
274,3379.6410948000002,7.014818844243677,0,0
275,39706.5196195,982.0369122538493,0,0
276,618.949626112,113.424,0,0
277,37352.506531500025,999.2732583620584,0,0
278,1743.8975999999998,167.04,0,0
279,634.3849690000001,100.748,0,0
280,88.037162073,42.777,0,0
281,257.03074676800003,73.092,0,0
282,27.910089000000003,21.132,0,0
283,4383.8897265000005,234.65220000000002,167.788,99.574
284,150639.84420249995,1470.4506006806512,0,0
285,28.302400000000002,21.28,0,0
286,646.5574030120001,115.92600000000002,0,0
287,153360.5826245,1478.6945869762908,0,0
288,2.15793674,5.20612,439.582,176.489
289,1651.96073216,0.025378462054557197,0,0
290,453.1162278329999,97.047,0,0
291,128868.20563100002,1386.7162048523694,0,0
292,2264.9821356250004,216.97500000000002,0,0
293,4806.232929,277.308,0,0
294,1373.4510592,168.96,0,0
295,2539.656025,201.58,0,0
296,7665.0025,350.2,0,0
297,754.985529,109.908,0,0
298,75.603025,34.78,0,0
299,1402.2300790169998,170.721,0,0
300,174611.8556525,1683.8598775759965,0,0
301,731.23292592,0.5524546975531871,0,0
302,1978.3548459879999,202.78199999999998,0,0
303,2370.915751897,221.99099999999999,0,0
304,3553.1215304679995,271.758,0,0
305,1501.03934512,6.752180237090318,0,0
306,22.676643999999996,19.048,0,0
307,2923.51161984,10.401018714203676,0,0
308,2428.9877226599997,174.66564,452.787,150.687
309,3508.429824,236.928,0,0
310,2392.74938772,1.049501767785656,0,0
311,4597.789249,271.228,0,0
312,1145.170830457,154.281,0,0
313,825.2692700169999,130.971,0,0
314,4125.018078499999,227.6186,381.347,343.106
315,22053.940580500006,700.5049028801692,0,0
316,2083.9722816,11.62831359112497,0,0
317,2678.4816225,4.04214564643491,0,0
318,2241.2439498249996,215.83499999999998,0,0
319,280.26172678,28.427120183874873,0,0
320,404.411054193,91.68299999999999,0,0
321,30.763801753000003,25.287,0,0
322,3739.257696,0.9619031737985624,0,0
323,2994.520581793,249.483,0,0
324,973.9967746719998,142.284,0,0
325,240.122488633,70.64699999999999,0,0
326,4382.951167939999,234.62707999999998,172.129,356.553
327,131969.72715449997,1459.9859851525598,0,0
328,7.425032473,12.423,0,0
329,45792.33038950001,1116.6963930124548,0,0
330,88.90023264,0.37083460605295254,0,0
331,13.807767697000001,16.941000000000003,0,0
332,9361.723536,387.024,0,0
333,1365.998907937,168.501,0,0
334,917.5829245479999,138.102,0,0
335,1451.7350525599998,135.03256,397.903,142.022
336,3102.6225578400004,197.40552000000002,155.136,378.688
337,113.66458013200003,48.60600000000001,0,0
338,2091.1414409999998,182.916,0,0
339,108994.03975300002,1334.9468674879217,0,0
340,132937.5947715,1411.9380761933285,0,0
341,41823.663953,1148.3654439664454,0,0
342,7260.8090466600015,301.98636000000005,413.022,145.012
343,1767.753253825,191.685,0,0
344,1926.2061687,2.838305356641718,0,0
345,440.2257140800001,0.3766971070632975,0,0
346,1318.42659434,128.68348,304.806,80.153
347,3632.8745070969994,274.791,0,0
348,4504.020543999999,268.448,0,0
349,1354.350099457,167.781,0,0
350,4244.861870352001,297.036,0,0
351,4724.2974876,0.9265713655465396,0,0
352,14.813276833000002,17.547,0,0
353,5612.43383968,0.8875092408968879,0,0
354,30.581584528,25.212,0,0
355,135947.53861999995,1410.7333495517105,0,0
356,132857.63050849998,1406.2439646595153,0,0
357,5900.343228000001,0.022060231491881674,0,0
358,64.65919720000001,36.660000000000004,0,0
359,1238.9764774400003,124.74592000000001,7.37,67.374
360,1.7662499999999999,4.71,135.332,201.348
361,93968.849037,1226.609903575725,0,0
362,1894.0005546000002,0.23735291378096643,0,0
363,2483.25921576,176.60616000000002,143.734,420.77
364,53.085795999999995,29.144,0,0
365,84695.28365099995,1204.7712600462808,0,0
366,219.29586985999998,52.48196,35.64,373.311
367,6821.039784959999,292.69824,151.243,206.131
368,99.042304,39.808,0,0
369,204369.16075399998,1738.0052276190518,0,0
370,208.80249999999998,57.8,0,0
371,6336.892419700001,0.13661892237711162,0,0
372,1748.935026628,190.662,0,0
373,7733.3148650600015,311.65756000000005,156.181,483.148
374,3305.1614945919996,262.104,0,0
375,1847.5952751720001,195.966,0,0
376,75544.6801285,1088.604537336661,0,0
377,1132.82419304,119.28232,197.381,261.378
378,1648.197604,162.392,0,0
379,48886.26119250001,1060.6584574403328,0,0
380,119.26526666000001,38.70364,287.588,190.173
381,1990.0711625000004,158.09900000000002,380.129,47.886
382,1299.530401,144.196,0,0
383,3373.518724,232.328,0,0
384,6366.698040740001,282.78212,219.628,317.423
385,807.520849425,129.555,0,0
386,6677.502726500001,289.60220000000004,403.607,435.766
387,6282.910104900001,0.7873644497695842,0,0
388,117426.587866,1328.9468792471166,0,0
389,2458.8512296000004,0.015846609484902817,0,0
390,1040.23569128,26.14188843808909,0,0
391,147861.7554115,1462.9182988948105,0,0
392,46.108463359999995,24.06496,470.513,420.508
393,8637.657721,371.756,0,0
394,4035.7985176170005,289.629,0,0
395,24.93512936,17.69704,52.575,379.483
396,154185.4976015,1505.6761558237868,0,0
397,923.2215722599999,107.68316,348.853,348.502
398,1268.0584504479998,162.348,0,0
399,330.79804544,64.45792,234.044,427.647
400,3768.4315898600003,217.55804,166.182,116.31
401,145.27690773700002,54.951,0,0
402,414.28947419199994,92.79599999999999,0,0
403,3494.5832250000003,236.46,0,0
404,141939.25330749998,1497.0581073710662,0,0
405,99010.00667349997,1268.6897311449334,0,0
406,50.355586048,32.352000000000004,0,0
407,621.69814874,88.36588,493.504,196.189
408,1982.7062453999997,12.948809555700286,0,0
409,1562.8913539999999,140.1068,298.289,203.801
410,3134.86226292,2.884452446842281,0,0
411,602.46742598,21.802043000659474,0,0
412,3317.4414502399995,204.12511999999998,332.079,101.001
413,96920.65862850001,1414.978078609131,0,0
414,104535.17871799998,1345.0639479555255,0,0
415,182.21687686799999,61.542,0,0
416,2230.789036657,215.33100000000002,0,0
417,2601.914460292,232.554,0,0
418,41020.633521000025,1017.0922886875359,0,0
419,1439.6075561599998,134.46735999999999,71.819,82.889
420,16552.435916000046,594.3644072205956,0,0
421,153805.39371550002,1508.4183307777253,0,0
422,348.166026,66.1284,365.368,71.768
423,2993.64186506,193.90756,12.737,198.39
424,1776.0074942879999,192.132,0,0
425,8941.026249,378.228,0,0
426,4874.858861080001,0.24062353524513394,0,0
427,2077.3293007400002,161.52788,182.969,362.707
428,983.7965917479997,142.998,0,0
429,2454.7314240000005,175.58880000000002,8.94,468.331
430,7813.9315265000005,313.2778,477.017,263.26
431,36.7236,24.24,0,0
432,2543.1849,201.72,0,0
433,81547.773423,1271.982046640317,0,0
434,3602.348172740001,212.70988000000003,82.817,173.42
435,482.65796592000004,26.296173459203626,0,0
436,167978.302227,1566.2442421178405,0,0
437,134877.9595725,1381.9160906279915,0,0
438,1249.41293312,1.9922274046899837,0,0
439,3919.7632538249995,285.435,0,0
440,6606.16255136,288.05104,296.282,442.858
441,112710.45214099996,1393.7452850353093,0,0
442,406.743400033,91.947,0,0
443,6616.6836490000005,325.372,0,0
444,987.3911208970001,143.25900000000001,0,0
445,20.531559268000002,20.658,0,0
446,218.9107834,9.321424189227717,0,0
447,88.60246016,33.35936,140.286,246.175
448,146189.101204,1547.2289297738803,0,0
449,3481.393994937,269.001,0,0
450,3383.4924618000005,3.1956217922691117,0,0
451,188682.50565700003,1715.8107363596164,0,0
452,394.93612900000005,79.492,0,0
453,63.48301279999999,0.0003464555272657961,0,0
454,99477.83017350003,1282.6368256068436,0,0
455,131675.09622450004,1401.5540454432553,0,0
456,127205.32419849993,1345.4977884660682,0,0
457,0.007921,0.356,0,0
458,2103.414769,183.452,0,0
459,2838.2480772520003,242.88600000000002,0,0
460,258.63072400000004,64.328,0,0
461,60676.231959999976,1033.272435141466,0,0
462,979.5281872800001,3.7484715256638514,0,0
463,229.27345850000003,53.662600000000005,425.682,437.805
464,4281.898137817,298.329,0,0
465,2088.429839233,208.34699999999998,0,0
466,320.60777204000004,35.55378530045648,0,0
467,2157.37453556,1.1576895838441073,0,0
468,91306.79493,1252.4505502380998,0,0
469,1512.8988160000001,155.584,0,0
470,56.104974336999994,34.149,0,0
471,581.05242816,17.815287478271898,0,0
472,2364.191978512,221.676,0,0
473,2638.5728976,4.721889381725152,0,0
474,97.41818600000002,34.979600000000005,123.793,42.198
475,181.737361,53.924,0,0
476,746.7147367399999,96.84388,27.106,466.399
477,155.442154297,56.840999999999994,0,0
478,1139.2694198400002,10.234181381274215,0,0
479,78.42399181200001,40.374,0,0
480,107909.37872300003,1334.4148815256917,0,0
481,4748.884325020001,0.9474852184069528,0,0
482,230.5293172,0.24293340201569466,0,0
483,807.7634959400002,100.72492000000001,208.74,35.314
484,1277.7765160000001,142.984,0,0
485,159.76960000000003,50.56,0,0
486,2922.295828032,246.45600000000002,0,0
487,41679.06421699999,971.0369388548744,0,0
488,4005.6241,253.16,0,0
489,92.409769,38.452,0,0
490,123442.77667899997,1383.914064487824,0,0
491,747.5682652330001,124.653,0,0
492,5342.001921,292.356,0,0
493,6186.44611466,278.75036,446.083,93.184
494,1783.4076633600002,149.66496,492.03,6.931
495,6644.044918080001,0.4130176958744831,0,0
496,3564.5853018599996,211.59204,249.133,464.626
497,994.3093312,143.76,0,0
498,2068.8682536,0.057869656631494626,0,0
499,6314.209444,317.848,0,0
